cve_id,arm,rouge1,rouge2,rougeL,bertscore_precision,bertscore_recall,bertscore_f1,fk_grade_summary,fk_grade_nvd,dc_score_summary,dc_score_nvd,word_count
CVE-2020-8958,persona,0.13518886679920478,0.07185628742514971,0.09940357852882704,0.7899512052536011,0.8832576870918274,0.8340027928352356,12.342989473684213,6.621548387096777,12.199778022883295,14.640471612903225,449
CVE-2023-43661,baseline,0.281437125748503,0.14457831325301204,0.22155688622754488,0.8360719680786133,0.9177240133285522,0.8749972581863403,12.869458483754517,6.534040816326531,11.419787531241322,11.534212653061225,282
CVE-2023-43661,persona,0.22691292875989447,0.09018567639257294,0.17941952506596306,0.8252356648445129,0.9147545695304871,0.8676923513412476,11.643125000000005,6.534040816326531,11.48728125,11.534212653061225,325
CVE-2021-21974,baseline,0.2538860103626943,0.15625,0.19689119170984457,0.8278981447219849,0.9023866653442383,0.8635390400886536,12.105419479267116,8.74878431372549,12.2401856316297,12.811439607843138,309
CVE-2021-21974,persona,0.2541176470588235,0.15130023640661938,0.20705882352941177,0.8181411027908325,0.9052038192749023,0.8594732284545898,13.73857142857143,8.74878431372549,11.651204761904763,12.811439607843138,358
CVE-2021-22717,baseline,0.16071428571428573,0.053892215568862284,0.09523809523809523,0.8105987310409546,0.87056964635849,0.8395145535469055,13.967287677957781,13.14375,11.992729160530192,13.805412500000001,298
CVE-2021-22717,persona,0.15254237288135594,0.045454545454545456,0.07344632768361581,0.8050633668899536,0.8687252402305603,0.8356836438179016,13.532864413680784,13.14375,12.148884039087948,13.805412500000001,313
CVE-2020-8260,baseline,0.16181229773462785,0.09120521172638438,0.11003236245954692,0.8121914863586426,0.9057657718658447,0.8564302325248718,14.55043795620438,14.441538461538464,12.404032172936553,13.998223076923077,279
CVE-2020-8260,persona,0.13774104683195593,0.0664819944598338,0.09366391184573003,0.8033448457717896,0.9019972681999207,0.8498176336288452,14.852061162079512,14.441538461538464,12.057474189602447,13.998223076923077,332
CVE-2023-44221,baseline,0.15909090909090912,0.045714285714285714,0.07954545454545456,0.8169414401054382,0.8945921659469604,0.8540053963661194,17.78064935064935,25.781764705882356,12.151306493506494,16.468782352941176,313
CVE-2023-44221,persona,0.15267175572519082,0.07161125319693094,0.11195928753180662,0.8100149631500244,0.8894191980361938,0.8478620052337646,15.323142857142859,25.781764705882356,11.967004761904763,16.468782352941176,355
CVE-2020-8655,baseline,0.1693121693121693,0.09574468085106383,0.1111111111111111,0.811162531375885,0.8998560309410095,0.8532105088233948,14.601080118694366,13.486428571428572,12.107018773491593,13.9785,344
CVE-2020-8655,persona,0.13963963963963963,0.08144796380090498,0.10360360360360359,0.797888457775116,0.891330897808075,0.8420252203941345,13.590434668761457,13.486428571428572,11.83463804660906,13.9785,409
CVE-2023-21608,baseline,0.2813299232736573,0.16452442159383035,0.18925831202046034,0.8247286081314087,0.91385817527771,0.8670087456703186,12.633905279503104,10.250615384615386,11.205693788819875,11.743686153846156,328
CVE-2023-21608,persona,0.2543640897755611,0.15037593984962408,0.18453865336658354,0.819516658782959,0.9131125211715698,0.8637865781784058,12.463217576187102,10.250615384615386,11.216032317505315,11.743686153846156,339
CVE-2022-3062,baseline,0.16546762589928057,0.07971014492753623,0.1079136690647482,0.8136214017868042,0.9043898582458496,0.8566078543663025,10.689686411149825,9.416739130434784,11.440237979094078,11.07211739130435,247
CVE-2022-3062,persona,0.1415929203539823,0.07121661721068251,0.10029498525073745,0.801716685295105,0.9103407859802246,0.8525828123092651,12.232013201320132,9.416739130434784,10.889690251332826,11.07211739130435,309
CVE-2023-0157,baseline,0.26111111111111107,0.10055865921787709,0.17777777777777778,0.8238388299942017,0.902957558631897,0.8615856170654297,13.216654135338349,14.715784313725493,11.904073934837093,12.641496078431373,289
CVE-2023-0157,persona,0.2463054187192118,0.14356435643564355,0.16748768472906403,0.8164451122283936,0.9053949117660522,0.8586224317550659,12.549890681936493,14.715784313725493,11.42599533229221,12.641496078431373,343
CVE-2021-30970,baseline,0.19480519480519481,0.09803921568627451,0.12987012987012986,0.8056918382644653,0.9019524455070496,0.8511090278625488,12.398418940609954,7.98733870967742,11.974764954521135,13.189287096774192,274
CVE-2021-30970,persona,0.17532467532467533,0.0849673202614379,0.12987012987012986,0.8106127381324768,0.9032477736473083,0.8544268012046814,11.294436090225567,7.98733870967742,11.405403759398496,13.189287096774192,272
CVE-2024-1781,baseline,0.3112244897959184,0.12820512820512822,0.23979591836734696,0.8208981156349182,0.8894820809364319,0.8538150787353516,12.120000000000005,7.981109154929577,11.784373446327683,10.303742253521126,300
CVE-2024-1781,persona,0.26980728051391867,0.11612903225806451,0.2012847965738758,0.8042817711830139,0.8861210346221924,0.8432203531265259,11.022509652509651,7.981109154929577,11.423864221364221,10.303742253521126,378
CVE-2021-37976,baseline,0.1524390243902439,0.07975460122699386,0.10365853658536585,0.8085504770278931,0.9114162921905518,0.8569073677062988,13.248571428571427,14.149074074074075,11.49865824175824,15.417581481481482,292
CVE-2021-37976,persona,0.14814814814814814,0.08595988538681949,0.09686609686609686,0.8062964081764221,0.9150274395942688,0.8572278022766113,12.644193548387097,14.149074074074075,11.588792473118279,15.417581481481482,316
CVE-2022-28810,baseline,0.2608695652173913,0.13100436681222707,0.19999999999999998,0.812351644039154,0.895765483379364,0.8520218729972839,14.606911764705888,17.615714285714287,12.11731917892157,13.816690476190479,388
CVE-2022-28810,persona,0.22264150943396227,0.10606060606060608,0.13962264150943396,0.8068291544914246,0.8863672018051147,0.8447300791740417,13.639526490066228,17.615714285714287,11.905524988962473,13.816690476190479,461
CVE-2021-22204,baseline,0.11294117647058823,0.04255319148936171,0.07058823529411765,0.792477011680603,0.8907718062400818,0.838754415512085,13.524121909633418,10.997000000000003,12.225277720943449,14.3621,397
CVE-2021-22204,persona,0.10244988864142539,0.04474272930648769,0.06681514476614699,0.7954299449920654,0.8848601579666138,0.8377651572227478,13.914174930078822,10.997000000000003,11.88759605898805,14.3621,422
CVE-2022-40765,baseline,0.20630372492836674,0.11527377521613832,0.13180515759312322,0.8194826245307922,0.9131383895874023,0.8637792468070984,15.196598639455782,14.835,12.143440136054421,12.62507142857143,299
CVE-2022-40765,persona,0.1878453038674033,0.09999999999999999,0.13259668508287292,0.8111408948898315,0.9098285436630249,0.8576551675796509,13.288282958199357,14.835,11.366738285101823,12.62507142857143,317
